Thread,Rank,Iteration,Time
0,10,700,0.0007761
0,30,700,0.0033264
0,60,700,0.0172921
0,100,700,0.0492332
0,140,700,0.063236
0,240,700,0.177852
0,340,700,0.360096
0,440,700,0.648749
